id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
5236,taki,taki,,,"Hin, Pers ta ̄ki",conjin order to,чтобы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5237,taɭa,taɭa,NOUN,1_m-a,OIAtāla-,lock,замок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5238,taɭu,taɭu,,,OIAtāˊlu,n2_m-V crown of head,темя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5239,taɭu,taɭu,,,OIAtāˊlu,n2_m-V palate,нёбо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5240,tamba,tamba,NOUN,1_m-a,OIAtāmrá,sg copper,медь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5241,tara,tara,,,OIAtāraká,n1_m-a star,звезда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5242,tarif,tarif,,,"Arab, Hin t ā'rīf",n5_f-Cpraise,"хвала taɽnavtflatten разравнивать (зерно, сено) te1) pers3PL.DIST.DIR 3PL.DIST.DIR 2) dem3PL.DIST.DIR 3PL.DIST.DIR 3) dem those.PL.DIST.DIR те.PL.DIST.DIR",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5243,tẽ,te,,,tuvám X máyā,pers2SG.ERG2SG.ERG tei1) pers3.M.DIST.OBL 3.M.DIST.OBL 2) dem3.M.DIST.OBL 3.M.DIST.OBL,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5244,tel,tel,,,tailá,n4_m-C oil,"масло teraposs2SG.POSS2SG.POSS tesa1) pers3SG.F.DIST.OBL 3SG.F.DIST.OBL 2) dem3SG.F.DIST.OBL 3SG.F.DIST.OBL tesəraposs3SG.F.DIST.POSS 3SG.F.DIST.POSS tezadjathem. острый, эффективный (сильный об огне)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5245,tɛhɳa,tɛhɳa,,,Unknown,n1_m-a branch,ветка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5246,tɛhɳi,tɛhɳi,NOUN,3_f-Vbranchветка,Unknown,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5247,tɛkɽa,tɛkɽa,ADJ,,"Bad OIA word, ɛ/ɐ IA language *targa met",them. 1) healthy,здоровый 2) strongкрепкий1 2 1 219 of 32 7/7/2023 9:54 PM tɛɳɖapro-adjsuch такой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5248,tɛɽpʰɳa,tɛɽphɳa,,,Hin taṛaphnā < *taḍapphaḍ,"vibe in pain, suffer",страдать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5249,təlwar,təlwar,,,OIAtaravāri,n5_f-Csword,меч,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5250,təndur,təndur,NOUN,4_m-C,"Pers, Hin tanu ̄r",iron stove,"железная печь, тандур",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5251,tənkʰah,tənkhah,NOUN,7_f-iwage,Pers tanḵẖẉāh,,заработок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5252,təsvir,təsvir,,,"Arab, Hin tasvi ̄r < taṣvīr",n5_f-Cpicture,картинка tihcardnum thirty tiktikin 3_f-V1) fontanel родничок 2) vertex темя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5253,til,til,NOUN,4_m-C,OIA*tilla,sesame,кунжут,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5254,tila,tila,NOUN,1_m-a,OIA*tillaka-,1) (black) molemole,родинка 2) birthmark родимое пятно tinha1) pers3PL.DIST.OBL 3PL.DIST.OBL 2) dem3PL.DIST.OBL 3PL.DIST.OBL 3) demthose.PL.DIST.OBLте.PL.DIST.OBL tinhe1) pers3PL.DIST.ERG 3PL.DIST.ERG 2) dem3PL.DIST.ERG 3PL.DIST.ERG tinhəra poss3PL.DIST.POSS 3PL.DIST.POSS,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5255,tir,tir,,,"Hin, Pers tir",n4_m-C arrow,стрела,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5256,tirkəmaɳ,tirkəmaɳ,NOUN,4_m-C,Pers tir + kama ̄n,bow,лук,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5257,titʃʰa,titʃha,,,OIAtīkṣṇá,adjsharp,острый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5258,tjar,tjar,ADJ,,"Hin, Pers, Arab tayār, taiyār",athem. ready,готовый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5259,tɭah,tɭah,NOUN,4_m-C,OIAtala + ?,1) sole of the leg,"стопа 2) bottom дно tmakun 2_m-V tobacco табак topers2SG.OBL2SG.OBL tobepers2SG.ACC/DAT 2SG.ACC/DAT tolɳavtlift, weigh поднимать, взвешивать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5260,topɳa,topɳa,,,OIA*tōpyatē,vtseek,"искать talāś karna toɽan1_m-a закрытый мешок, упаковка для продажи",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5261,tɔkɭi,tɔkɭi,NOUN,3_f-Vspindleверетено,OIAtarkú,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5262,tɔlɳa,tɔlɳa,,,Bad OIA*thall,viswing,"качаться, раскачиваться hilna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5263,tɔrna,tɔrna,,,tárati,vi1) swim,плыть tairnā2) float плавать1 120 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5264,tɔrna,tɔrna,,,OIAtárati,vtget across,"преодолевать, переправляться",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5265,tɔta,tɔta,,,OIAtaptá,adj1) hot,горячий garam 2) warmтёплый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5266,tɔtsʰɳa,tɔtshɳa,,,OIAtákṣati,vt1) chop,рубить chīlnā2) cut резать kāṭna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5267,tramba,tramba,NOUN,1_m-a,"Mandeali, Bad OIA word tramba <  tāmrá X trápu +met?",copper,медь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5268,trapɭa,trapɭa,NOUN,1_m-a,Bad OIA*tarpa,bark (of tree),кора treəʈʰcardnum sixty three,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5269,tridʒa,tridʒa,,,"Bad OIA, Mandealitrijja < tr̥tīˊya",ordnumthird,третий,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5270,trikuɳa,trikuɳa,,,Skrtrikoṇa,n1_m-a triangle,"треугольник trɔʈɳavtмучить, бить",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5271,tu,tu,,,"OIAtuvám, tvám",pers2SG 2SG tũi1) pers3.NONANIM.DIST.OBL 3.NONANIM.DIST.OBL 2) demthat.OBL,"то.OBL 3) dem3.NONANIM.DIST.OBL 3.NONANIM.DIST.OBL tũira1) possля случаев, когда антецедент - ситуация или придаточное предложение 3.NONANIM.DIST.POSS 3.NONANIM.DIST.POSS 2) demthat.OBL то.OBL",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5272,tuɭi,tuɭi,NOUN,3_f-Vmatch,OIAtūˊla,"splinter, garlic clove","спичка, щепка, зубчик чеснока",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5273,tundɭa,tundɭa,,,OIA*ṭuṇṭa etc,adjthem. armless,безрукий turnavienter secretly входить тайком tusapers2PL.OBL 2PL.OBL tusepers2PL.ERG2PL.ERG tusepers2PL.DIR2PL.DIR tusəraposs1) 2PL.POSS 2PL.POSS 2) yourваш,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5274,tʰabʰɭa,thabhɭa,,,Suspicious IA etymology stámbhatē,adjthem. stuttered,заикающийся tʰaɭun 2_m-V plateтарелка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5275,tʰapɳavtput,thapɳavtput,,,clay on the wall,,штукатурить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5276,tʰatʃ,thatʃ,NOUN,4_m-C,OIA†sthātrá-,"pasture, open treeless space in the forest (esp. on top of a hill for grazing sheep and goats in summer)",пастбище овец в горах tʰaw̃in 2_m-V temple builder (caste)builderстроитель,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5277,tʰeɭi,theɭi,,,OIAhastatala,n3_f-Vpalm (of hand),ладонь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5278,tʰeɭu,theɭu,NOUN,2_m-V,OIAhastatala,palm (of hand),ладонь2 1 221 of 32 7/7/2023 9:54 PM tʰerina viget ready for fight get ready for fightготовиться к драке о быках,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5279,tʰeɽ,theɽ,NOUN,7_f-ipile,Bad OIAstŕ̥ti,of roti,стопка лепешек tʰetsɳa vtзабрызгать грязью,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5280,tʰɛkɳa,thɛkɳa,,,"Hin, Punjabi thakkaṉá < *sthakk",viget tired,уставать tʰɛnn 4_m-C вымя tʰiauxCOP.PST COP.PST,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5281,tʰipi,thipi,NOUN,3_f-Vgame,OIA*thipp-,(patty-cake),игра в ладушки ek khel vi śeṣ tʰogɳavtpalp  щупать рукой hāth se ṭohna tʰoɽaadja little bit немного tʰosɳavttearрвать khī̃ckar tor̞na,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5282,tʰɔmba,thɔmba,NOUN,1_m-a,Bad OIA word stambha,1) pillar,столб 2) towerбашня tʰɔmɳa viбыть установленныим,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5283,tʰɔra,thɔra,,,OIA*thar,n1_m-a parkinsonism,паркинсонизм tʰukɳa vtплевать перех *Thakur notes parallels in Punjabi,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5284,tʰula,thula,ADJ,,Hin thūlā < sthūlá,"them. fat, fatty fatty",толстый Ts ts,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5285,tsabək,tsabək,NOUN,4_m-C,"Pers, Hin ca ̄buk",whip,плеть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5286,tsadri,tsadri,,,"Pers, Hin ca ̄drā < chādar",n3_f-Vscarf,шарф,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5287,tsahɳa,tsahɳa,,,OIA*cāh,vt1) want,хотеть 2) love любить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5288,tsakʈi,tsakʈi,NOUN,3_f-Vrice,Suspicious IA etymology *chakka,beer,рисовое пиво tsakʰɳa vttry taste пробовать еду,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5289,tsand,tsand,NOUN,4_m-C,Hincā̃d < candrá,moon,луна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5290,tsandi,tsandi,,,Hincã̄dī < candrikā,n3_f-Vsilver,серебро,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5291,tsaɳɖ,tsaɳɖ,,,compensatory lenghtening IA languagecáṇḍa,"n5_f-Cjealousy, envy",зависть īrṣyā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5292,tsapɳa,tsapɳa,,,compensatory lenghtening IA language *capp,vt1) chew2) bite,кусать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5293,tsar,tsar,NUM,,Bad OIA word catvāˊri MIA. *cayāri (< *catāri after catúraḥ or with abnormal phonet. 2 122 of 32 7/7/2023 9:54 PM development in a numeral,four,четыре,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5294,tsawɭ,tsawɭ,NOUN,4_m-C,OIA*cāmala or *cāvala,rice,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5295,tsɛkɳa,tsɛkɳa,,,"ɛ/ɐ IA language, Accent issue, Mandeali cakṇa < ucca + -akka-",vt1) lift,поднимать 2) pick upзабирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5296,tsɛməkɳa,tsɛməkɳa,,,Hin camakna < *cammakka,"vishine (of sun, moon, stars) shine",светить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5297,tsɛntsəl,tsɛntsəl,NOUN,5_f-Cyellow,ɛ/ɐ IA language cañcala,or red-billed blue magpie,"желто- красноклювая сорока 2) adjathem. подвижный, быстрый",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5298,tsɛpu,tsɛpu,NOUN,2_m-V,"Punjabi, Hin cappu < *carpa","paddle, oar",весло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5299,tsɛrwi,tsɛrwi,NOUN,3_f-Vfat,"Pers, Hin carbi ̄",,жир,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5300,tsɛɽʰna,tsɛɽhna,,,Hin caṛhnā 'to climb' < *caḍhati,viclimb,взбираться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5301,tsəhaɽ,tsəhaɽ,,,Unknown,n4_m-C rock,"скала, глыба baṛī caṭṭān tsəkɳaat maʈa (OIAcikkáṇa *mārtta) n1_m-a clay глина",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5302,tsəkoɳa,tsəkoɳa,,,OIAcatuṣkoṇaḥ,n1_m-a square,квадрат,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5303,tsəngari,tsəngari,NOUN,3_f-Vspark,OIA? + áṅgāra,,искра,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5304,tsəɳagʰ,tsəɳagh,NOUN,4_m-Cleopard,Unknown Tibetan: stag tiger? Tamang cyan 'tiger'? Nepali cari bagh 'bird tiger'?,cat,бенгальская кошка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5305,tsəpaɽ,tsəpaɽ,NOUN,4_m-C,"OIA*carpa  2. carpaṭa 3 *cippa śēpyā́ [MIA. and NIA. forms with ch- poss. < IE. *sk̂əip-, Gk. σκῑ́πων. — śḗpa-]",lizard (male),ящерица (самец),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5306,tsəpaɽi,tsəpaɽi,NOUN,3_f-Vlizard,"Bad OIA word*carpa  2. carpaṭa 3 *cippa met śēpyā́ [MIA. and NIA. forms with ch- poss. < IE. *sk̂əip-, Gk. σκῑ́πων. — śḗpa-]",(female),ящерица (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5307,tsiϩa,tsiϩa,ADJ,,OIApicchala + meth,them. sliding,"скользкий tsikʈaadj them. slippery, greezy (oily) скользкий, жирный",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5308,tsil,tsil,NOUN,5_f-Cв,OIA*cillā,,"старой номенклатуре pinus longifolia, источник смолы, из которой производится камфораPinus roxburghiiСосна Роксбурга tsinhɳa vtзнаться, общаться, приглашать pahcānna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5309,tsiɳna,tsiɳna,,,OIAcinṓti,"vtto brick, build","вести кладку, строить",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5310,tsirna,tsirna,,,OIA*cīrayati,vt1) saw,пилить сī rna2) tearрвать 3) cutразрезать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5311,tsiɽi,tsiɽi,NOUN,3_f-Vbird,OIA*ciṭaka,,птица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5312,tsiɽu,tsiɽu,NOUN,2_m-V,OIA*ciṭaka,bird,птица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5313,tsiz,tsiz,,,"Pers, Hin ci ̄z",n5_f-Cthing,вещь23 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5314,tsoɖ,tsoɖ,,,Bad OIAcūḍā-,"n5_f-Ccockscomb, crest",гребень (петуха),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5315,tsokəɳ,tsokəɳ,NOUN,4_m-C,Bad OIA*chakka cakṣaṇa,,"приготовленные похлебка (дал), овощи или мясо и т.д. cooked vegetables or dalприготовленные овощи или бобовая похлёбка",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5316,tsokɳa,tsokɳa,,,"Suspicious IA etymologycōdá m. 'driver', cṓda- m. 'goad'",vtdip,погружаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5317,tsokʰa,tsokha,ADJ,,HinH. cokhā < cōkṣa,them. clean,чистый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5318,tsoli,tsoli,NOUN,3_f-Vback,"Bad OIA word, dental sonant only IA language cauḍá",of the head,затылок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5319,tsoɭa,tsoɭa,,,OIAcōḍa,n1_m-a upper garment of dancers or Gaddi shepherd tribals,верхняя одежда танцоров или пастухов гадди,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5320,tsoɭu,tsoɭu,,,OIAcōla-,"n2_m-V shirt, long gownshirt",рубашка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5321,tsopəɖ,tsopəɖ,,,OIA*cōppa-,n4_m-C butter,масло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5322,tsor,tsor,NOUN,4_m-C,OIAcōrá,thief,вор,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5323,tsorna,tsorna,,,OIAcōráyati,vtsteal,красть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5324,tsoɽa,tsoɽa,NOUN,1_m-a,OIAcūˊḍa,sg hair,волосы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5325,tsoʈi,tsoʈi,NOUN,3_f-Vpeak,OIA*cōṭṭa,of the mountain,вершина горы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5326,tsɔjɳ,tsɔjɳ,,,OIAcáyana,n7_f-isupport wooden pillar,деревянная опорная колонна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5327,tsɔlɳa,tsɔlɳa,,,OIA*calyati / cálati,vi1) walk,ходить 2) go идти 3) letдавать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5328,tsɔmɽi,tsɔmɽi,NOUN,3_f-Vskinкожа,OIAcárman,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5329,tsɽaɭidi,tsɽaɭidi,,,Suspicious IA etymology cuṭáti ? *cuḍa?,adjthem. pregnant,беременная,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5330,tsɽel,tsɽel,NOUN,5_f-Cfemale,Unknown Hin ćuṛail,ghost,призрак женщина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5331,tsugɳa,tsugɳa,,,OIA*cugyati,vtpeck,клевать tsukrin 3_f-Vячмень на глазу жр *etymology cakṣuroga,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5332,tsuɭu,tsuɭu,NOUN,2_m-V,Bad OIAcamará,duster brush,метёлка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5333,tsuɳɖiɽi,tsuɳɖiɽi,NOUN,3_f-Vtop,Bad OIA word *cōṇḍa,of tree,крона дерева,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5334,tsuɳɖna,tsuɳɖna,NOUN,3_f-V1),OIAcúṇṭati,,затекание в теле 2) жжение от крапивы,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5335,tsuru,tsuru,NOUN,3_f-Vyak,OIAcamará,(female),як (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5336,tsuru,tsuru,NOUN,2_m-V,Bad OIAcamará,yak (male),"як (самец) tsuɽnavidrop, drizzle   dropпротекать1 1 224 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5337,tsutəɖ,tsutəɖ,NOUN,4_m-C,OIA*cutta,buttocks,задница tsutsun 2_m-V tit сися Tsʰ tsʰ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5338,tsʰabka,tshabka,,,"Suspicious IA etymology, compensatory lenghtening IA language*jhapp *jhamp-",n1_m-a jump,прыжок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5339,tsʰabɽa,tshabɽa,NOUN,1_m-a,Mandeali cha ːbḍi < chádman,wide basket,широкая корзина tsʰãɖɳa vtпопасть во что-либо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5340,tsʰaɳ,tshaɳ,NOUN,7_f-ismall,"Bad OIA, compensatory lenghtening IA language *channi","hut in a field, grass roof","шалаш в поле, травяной навес",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5341,tsʰaɳʈɳa,tshaɳʈɳa,,,Hinchã̄ṭnā < *chaṇṭ,vtchoose,выбирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5342,tsʰap,tshap,NOUN,4_m-C,Hin chāp<*chapp,trace,след,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5343,tsʰapər,tshapər,NOUN,4_m-C,Mandeali chaːppər < chattvará,roof,крыша,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5344,tsʰati,tshati,,,OIA*chātti,n3_f-V1) chest,грудная клетка 2) breast грудь tsʰaʈɳa vtмолотить (без инструмента),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5345,tsʰeli,tsheli,NOUN,3_f-Vgoatling,OIA*chagalla,(female),козлёнок (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5346,tsʰelu,tshelu,NOUN,2_m-V,OIA*chagalla,goatling (male),козлёнок (самец),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5347,tsʰeni,tsheni,NOUN,3_f-Vchisel,Hinchenī < chēdana,chisel,долото,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5348,tsʰɛka,tshɛka,NOUN,1_m-a,"Bad OIA, ɛ/ɐ IA language, Suspicious IA etymology caṭatkāra",speed,"скорость tsʰɛka kɛrna (Bad OIA, ɛ/ɐ IA language, Suspicious IA etymology caṭatkāra ) vtmake hurry торопиться",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5349,tsʰɛke,tshɛke,,,"Bad OIA, Suspicious IA etymology, ɛ/ɐ IA languagecaṭatkāra",adv1) fast,быстро 2) soon скоро 3) early рано,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5350,tsʰilɽa,tshilɽa,,,OIA*chilla,n1_m-a flatbread,лепёшка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5351,tsʰinda,tshinda,,,OIA*chindati,n1_m-a earhole,дырочки в ушах,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5352,tsʰinkɳa,tshinkɳa,,,Bad OIA wordchikkā,visneeze,чихать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5353,tsʰiɽ,tshiɽ,NOUN,5_f-Cvoice,Unknown,sound,"голос, громкий звук",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5354,tsʰiɽəkɳa,tshiɽəkɳa,,,OIA*chiṭ,vtsprinkle,брызгать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5355,tsʰiɽi,tshiɽi,NOUN,3_f-V1),"Bad OIA, Suspicious IA etymology chinná or chidrá",firewood,дрова 2) 25 of 32 7/7/2023 9:54 PM wood дерево tsʰolɳa vtchurn  пахтать mathna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5356,tsʰoɽna,tshoɽna,,,"Hin, Bad OIA word choṛna < kṣōṭayati",vtleave,"покидать tsʰotka adjthem. short низкорослый, приземистый tsʰoʈka adjthem. невысокий (о человеке) choṭa",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5357,tsʰɔh,tshɔh,NUM,,"Himachali, Bad OIA word chɔ < *kṣaṭ or *kṣvaṭ.",six,шесть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5358,tsʰɔli,tshɔli,,,OIA†*challī,n3_f-V,початок? зерно кукурузыcorn кукуруза tsʰɔɳavtroof крыть крышу chat lag āna tsʰɔɽna vtabandon покидать choṛna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5359,tsʰɔw̃a,tshɔwa,,,Bad OIA word ṣaṣṭhá + ma,ordnumsixth,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5360,tsʰɔw̃e,tshɔwe,,,Bad OIA word ṣaṣṭhá + ma,adv1) day after day after day after day after tomorrow,послепослепослепослезавтра 2) day before day before day beforeday before yesterday позапозапозапозавчера,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5361,tsʰɽĩg,tshɽig,NOUN,5_f-Cspark,Bad OIAsphuliṅgaɔgi ri tsʰɽinga be hera,,"искра tsʰura marna vtstabзакалывать tsʰutsʰa adj them. proud, arrogant гордый, надменный sāda, kājus Tʃ tʃ",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5362,tʃah,tʃah,NOUN,6_f-ateaчай,Chinese Chhâ,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5363,tʃaku,tʃaku,NOUN,2_m-V,"Pers, Hinca ̄qū",knife,нож,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5364,tʃambɽa,tʃambɽa,NOUN,1_m-a,OIAtāmrá X trápu +met?,cauldron,"котёл tʃangn4_m-C обрыв tʃaɳɖn 5_f-Cattire, luxury наряд, роскошь",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5365,tʃeka,tʃeka,,,"OIAtriká, *trikka",n1_m-a waist,поясница kamar,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5366,tʃəleɖa,tʃəleɖa,NOUN,,"dental sonant only IA language, Suspicious IA etymology chala",ghost (invisible),"призрак (невидимый, полтергейст)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5367,tʃips,tʃips,NOUN,4_m-C,Eng chips,shist tiles,сланцевая черепица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5368,tʃir,tʃir,NOUN,4_m-C,Skrcīra,fabric,"ткань tʃiɽwan1_m-a как гуджаратский рис поха, с куркумойparched rice поджаренный рис26 of 32 7/7/2023 9:54 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5369,tʃiʈkəɳ,tʃiʈkəɳ,NOUN,7_f-ilatch,Punjabi ciṭkaṇi,,щеколда tʃiʈɳavtsting жалить о насекомых makhī ādi dvāra kāṭna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5370,tʃiʈʰi,tʃiʈhi,,,Hin ciṭṭhi ̄ < *ciṣṭa,n3_f-Vletter,письмо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5371,tʃiz,tʃiz,,,Eng cheese,n4_m-C cheese,сыр tʃoh-tʃoh-tʃoh interj(calling for a dog) (подзывание собаки),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5372,tʃoɽna,tʃoɽna,,,OIAtrōṭáyati,vt1) break,ломать 2) pluckсрывать (о плодах) tʃɔəʈʰcardnum sixty four tʃɔkn 4_m-C square площадь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5373,tʃɔkɳa,tʃɔkɳa,,,Bad OIA wordtakrá + met,vibecome rotten (about food)become rotten,протухать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5374,tʃɔɳna,tʃɔɳna,,,Unknown,vigroan,стонать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5375,tʃɔrs,tʃɔrs,,,"Punjabi, Hin cauras < cáturaśri",n4_m-C cube,куб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
5376,tʃuhadani,tʃuhadani,NOUN,3_f-Vmousetrap,"Hin, Pers cu ̄hā + dāni",,мышеловка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
