id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes
3746,Sujāwṇu,Sujawnu,,V.T.,v.t. re.,,,(1) To foretell. (2) To show.,,(1) To foretell. (2) To show.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3747,Sujāṇu,Sujanu,,V.T.,v.t. re.,,,"To see, to witness, to notice.",,"To see, to witness, to notice.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3748,Sujhṇu,Sujhnu,,V.I.,v.i. re.,,,(1) To be seen. (2) To be successful in an ordeal.,,(1) To be seen. (2) To be successful in an ordeal.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3749,Sukhī,Sukhi,,N.F.,n.f.,,,A desire.,,A desire.,,,mainDictionary_repaired.csv,122,original,
3750,Sukhṇu,Sukhnu,,V.T.,v.t. re.,,,"To like, to appreciate.",,"To like, to appreciate.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3751,Sukoṇī,Sukoni,,N.F.,n.f.,,,"A palanquin, of a chief.",,"A palanquin, of a chief.",,,mainDictionary_repaired.csv,122,original,
3752,Sukhṛā,Sukhra,,NOUN,n.m.,,,See Skoṭhā.,,See Skoṭhā.,,,mainDictionary_repaired.csv,122,original,
3753,Sukl,Sukl,,NOUN,n.m. pl.,,,(1) Wisdom. (2) An ache in the belly or ribs.,,(1) Wisdom. (2) An ache in the belly or ribs.,,"-o-lā, -u, adj. m., f. -ī, pl. -é. Of good quality.",mainDictionary_repaired.csv,122,original,
3754,Sule,Sule,,ADV.,adv.,,,Slowly.,,Slowly.,,'Sulé kyoṅ ni japdā?' - 'Why don't you speak slowly?',mainDictionary_repaired.csv,122,original,
3755,"Sūṇu, sūwṇu","Sunu, suwnu",,V.I.,v.i. re.,,,To bring forth.,,To bring forth.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3756,Supṇā,Supna,,NOUN,n.m.,,"(S. Svapna, H. supnā)",A dream.,,A dream.,,"-dekhṇā, v.i. re. To dream.",mainDictionary_repaired.csv,122,original,
3757,Sūr,Sur,,NOUN,n.m.,,(S. Sura),The deity.,,The deity.,,,mainDictionary_repaired.csv,122,original,
3758,"Surg, sūrg","Surg, surg",,NOUN,n.m.,,,(1) A tunnel. (2) Paradise.,,(1) A tunnel. (2) Paradise.,,(From S. Svarga).,mainDictionary_repaired.csv,122,original,
3759,Surk,Surk,,NOUN,n.m.,,,See Skor.,,See Skor.,,,mainDictionary_repaired.csv,122,original,
3760,Sutāwṇu,Sutawnu,,V.F.,v.f. re.,,,To send to sleep.,,To send to sleep.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3761,Sūthan,Suthan,,N.F.,n.f.,,,Trousers.,,Trousers.,,,mainDictionary_repaired.csv,122,original,
3762,Sutṇu,Sutnu,,V.I.,v.i. re.,,,To be asleep.,,To be asleep.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3763,Suwāṇu,Suwanu,,V.I.,v.i. re.,,,To shave.,,To shave.,,,mainDictionary_repaired.csv,122,original,
3764,Swād,Swad,,ADJ.,adj.,,(S. Svāda),"Tasteful, sweet.",,"Tasteful, sweet.",,"-hoṇu, v.s. ir. To be tasteful. -onā-ṇu, v.i. re. To cook tastefully.",mainDictionary_repaired.csv,122,original,
3765,Swāh,Swah,,N.F.,n.f.,,,Ashes.,,Ashes.,,,mainDictionary_repaired.csv,122,original,
3766,Swar,Swar,,NOUN,n.m.,,,See Soṅwār.,,See Soṅwār.,,,mainDictionary_repaired.csv,122,original,
3767,Swāṛṇu,Swarnu,,V.T.,v.t. re.,,,To shave.,,To shave.,,,mainDictionary_repaired.csv,122,original,
3768,Swāṛuwṇu,Swaruwnu,,V.I.,v.i. re.,,,To be shaved.,,To be shaved.,,,mainDictionary_repaired.csv,122,original,
3769,Tāṛ,Tar,,ADV.,adv.,,,"Then, at that time.",,"Then, at that time.",,,mainDictionary_repaired.csv,122,original,
3770,Tabākhu,Tabakhu,,NOUN,n.m.,,(H. tamākhū),Tobacco.,,Tobacco.,,"-pīṇā, v.i. re. To smoke.",mainDictionary_repaired.csv,122,original,
3771,Tabé,Tabe,,ADV.,adv.,,,Then.,,Then.,,,mainDictionary_repaired.csv,122,original,
3772,Tadī,Tadi,,ADV.,adv.,,,At that time.,,At that time.,,,mainDictionary_repaired.csv,122,original,
3773,"Tādkā, -u","Tadka, -u",,ADJ.,adj. m.,,,"Then, of that time.",,"Then, of that time.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,122,original,
3774,Tāṇu,Tanu,,V.I.,v.i. re.,,,"To stretch, to spread.",,"To stretch, to spread.",,"Proverb: 'Jetnā chādarī hó, tetnī ṭāṅgeṇ tāṇnī.' - 'one ought to stretch one's feet out in proportion to one's quilt (one ought to spend according to one's means)'.",mainDictionary_repaired.csv,122,original,
3775,Tāga,Taga,,NOUN,n.m.,,(1) A thread. (2) The sacred thread.,(Fr. H. Dhāgā).,,(Fr. H. Dhāgā).,,123,mainDictionary_repaired.csv,,original,
3776,Tāgat,Tagat,,N.F.,n.f.,,(P. ṭāqat),"Strength, might, power.",,"Strength, might, power.",,"-kar-nī, v.s. ir. To become weak.",mainDictionary_repaired.csv,123,original,
3777,Taggar,Taggar,,NOUN,n.m.,,(S. Tagara),A plant the root of which is used as a medicine (Tabernaemontana coronaria).,,A plant the root of which is used as a medicine (Tabernaemontana coronaria).,,,mainDictionary_repaired.csv,123,original,
3778,"Tahāir, tehor or tyahāṛ","Tahair, tehor or tyahar",,NOUN,n.m.,,(H. tyohār),A feast day.,,A feast day.,,,mainDictionary_repaired.csv,123,original,
3779,Taī,Tai,,ADV.,adv.,,,Then.,,Then.,,(Bashāhrī).,mainDictionary_repaired.csv,123,original,
3780,Tāī,Tai,,N.F.,n.f.,,,A large iron vessel for cooking māl-pūṛās.,,A large iron vessel for cooking māl-pūṛās.,,"lārū, v.t. ir. To cook a rich cake or māl-pūṛā.",mainDictionary_repaired.csv,123,original,
3781,"Ṭalā, -u","Tala, -u",,ADJ.,adj. m.,,,Sunny.,,Sunny.,,"f. -ī, pl. -é. (Syn. rapāṛā).",mainDictionary_repaired.csv,123,original,
3782,Tāmbṛā,Tambra,,N.F.,n.f.,,,A kind of fig tree with a large fruit.,,A kind of fig tree with a large fruit.,,,mainDictionary_repaired.csv,123,original,
3783,Tāmbo,Tambo,,ADV.,adv.,,,On that day.,,On that day.,,(From S. Tad-divasa).,mainDictionary_repaired.csv,123,original,
3784,"Tākhā, tākhṭu","Takha, takhtu",,NOUN,n.m.,,,"A kind of flat spoon used to turn bread, etc.",,"A kind of flat spoon used to turn bread, etc.",,,mainDictionary_repaired.csv,123,original,
3785,"Ṭakā, ṭakkā","Taka, takka",,NOUN,n.m. pl.,,,(1) An obsolete term for a rupee. (2) One anna. (3) Six pies.,,(1) An obsolete term for a rupee. (2) One anna. (3) Six pies.,,pl. -é.,mainDictionary_repaired.csv,123,original,
3786,Takāṇā,Takana,,NOUN,n.m.,,(H. ṭhikānā),A limit.,,A limit.,,"-karṇā, v.i. ir. To make a limit, to go beyond a limit.",mainDictionary_repaired.csv,123,original,
3787,Ṭakāwul,Takawul,,N.F.,n.f.,,,A term for the money presented to a village deity.,,A term for the money presented to a village deity.,,,mainDictionary_repaired.csv,123,original,
3788,Tākhlā,Takhla,,NOUN,n.m.,,,A small wooden spindle used for spinning wool.,,A small wooden spindle used for spinning wool.,,,mainDictionary_repaired.csv,123,original,
3789,Ṭākhṭu,Takhtu,,NOUN,n.m.,,,A small wooden spindle used for spinning wool.,,A small wooden spindle used for spinning wool.,,,mainDictionary_repaired.csv,123,original,
3790,Ṭākṇu,Taknu,,V.I.,v.i. re.,,,(1) To wait for. (2) To stir.,,(1) To wait for. (2) To stir.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3791,Ṭākṛū,Takru,,NOUN,n.m.,,,A kind of wild tree.,,A kind of wild tree.,,,mainDictionary_repaired.csv,123,original,
3792,Ṭāl,Tal,,NOUN,n.m.,,(H.),"A pond, a lake or tank.",,"A pond, a lake or tank.",,pl. -o.,mainDictionary_repaired.csv,123,original,
3793,Ṭālā,Tala,,NOUN,n.m.,,(H.),"An evasion, putting aside.",,"An evasion, putting aside.",,"-karṇā, v.t. ir. To put aside.",mainDictionary_repaired.csv,123,original,
3794,Talab,Talab,,N.F.,n.f.,,,(1) Food for a chief. (2) Salary.,,(1) Food for a chief. (2) Salary.,,,mainDictionary_repaired.csv,123,original,
3795,Ṭālāwṇu,Talawnu,,V.T.,v.t. re.,,,To cause or allow to put aside or evade.,,To cause or allow to put aside or evade.,,,mainDictionary_repaired.csv,123,original,
3796,Ṭālī,Tali,,N.F.,n.f.,,(H. ṭālī),A bit of cloth.,,A bit of cloth.,,"-lāṇī, v.i. re. To repair.",mainDictionary_repaired.csv,123,original,
3797,Ṭālnī,Talni,,V.I.,v.i. re.,,,To roast in clarified butter.,,To roast in clarified butter.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3798,Ṭālnu,Talnu,,V.T.,v.t. re.,,,"To clean grain, etc.",,"To clean grain, etc.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3799,Ṭālṇu,Talnu,,V.I.,v.i. re.,,,"To be put aside, to evade.",,"To be put aside, to evade.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3800,"Ṭalpī, ṭau-ṛī","Talpi, tau-ri",,N.F.,n.f.,,,"A kind of esculent root, called raṭālū in the plains.",,"A kind of esculent root, called raṭālū in the plains.",,,mainDictionary_repaired.csv,123,original,
3801,Tamāchā,Tamacha,,NOUN,n.m.,,,A slap.,,A slap.,,"-bāhṇā, v.i. re. To slap or to strike with the open hand.",mainDictionary_repaired.csv,123,original,
3802,Tamak,Tamak,,N.F.,n.f.,,,"A large kettledrum, such as is seen at the Śipī Fair.",,"A large kettledrum, such as is seen at the Śipī Fair.",,,mainDictionary_repaired.csv,123,original,
3803,Tāmaṛ,Tamar,,NOUN,n.m.,,,A grain measure.,,A grain measure.,,(Also tāmaṛ).,mainDictionary_repaired.csv,123,original,
3804,Ṭāmsū,Tamsu,,NOUN,n.m.,,,A vessel.,,A vessel.,,(Bashāhr).,mainDictionary_repaired.csv,123,original,
3805,Ṭāṅ,Tan,,PRO.,pro.,,,Thee.,,Thee.,,'Āṅ ṭāṅ ghā'deṇḍā.' - 'I'll give thee the grass.',mainDictionary_repaired.csv,123,original,
3806,Ṭāṇā,Tana,,NOUN,n.m.,,,A loom.,,A loom.,,,mainDictionary_repaired.csv,123,original,
3807,Ṭāṇḍ,Tand,,NOUN,n.m.,,,An ironical speech.,,An ironical speech.,,,mainDictionary_repaired.csv,123,original,
3808,Ṭapāw,Tapaw,,NOUN,n.m.,,,The act of entangling into a difficulty.,,The act of entangling into a difficulty.,,"-ḍé-fāshṇu, v.t. re. To fall into a difficulty.",mainDictionary_repaired.csv,123,original,
3809,Ṭapāwṇu,Tapawnu,,V.T.,v.t. re.,,,To cause or allow to stretch.,,To cause or allow to stretch.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3810,Ṭapṇu,Tapnu,,V.T.,v.t. re.,,,To cause or allow to do-fasten.,,To cause or allow to do-fasten.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,123,original,
3811,Ṭāṅ-kṇe,Tan-kne,,PRO.,pro.,,,To you or to thee.,,To you or to thee.,,,mainDictionary_repaired.csv,124,original,
3812,Ṭāṇ-nu,Tan-nu,,V.T.,v.t. re.,,,"To spread, to stretch.",,"To spread, to stretch.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3813,Ṭapi-jāṇu,Tapi-janu,,V.I.,v.i. ir.,,,To get entangled.,,To get entangled.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3814,Ṭaṇó-maṇó-rā,Tano-mano-ra,,ADJ.,adj. m.,,,"Welcome, agreeable, desirable.",,"Welcome, agreeable, desirable.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3815,Ṭāñ-uň,Tan-un,,ADV.,adv.,,,"So long, or until.",,"So long, or until.",,,mainDictionary_repaired.csv,124,original,
3816,Ṭāñyīň,Tanyin,,ADV.,adv.,,,More.,,More.,,'Tū ṭāñyīň bī chāṅyiṅ?' - 'Do you want more?',mainDictionary_repaired.csv,124,original,
3817,Ṭāyiṅyéň,Tayinyen,,CONJ.,conj.,,,Again.,,Again.,,,mainDictionary_repaired.csv,124,original,
3818,Tāo,Tao,,NOUN,n.m.,,,Burning.,,Burning.,,(2) A sheet.,mainDictionary_repaired.csv,124,original,
3819,"Tāo'ā, tāwlā or -u","Tao'a, tawla or -u",,ADJ.,adj. m.,,,Of hot temper.,,Of hot temper.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3820,Tāp,Tap,,NOUN,n.m.,,(S. Tāpa),(1) Heat. (2) Fever.,,(1) Heat. (2) Fever.,,"-āwṇā or chaṛṇā, v.s. re. and ir. To suffer from fever.",mainDictionary_repaired.csv,124,original,
3821,Tap,Tap,,NOUN,n.m.,,"(S. Tapas, penance)",Majestic influence.,,Majestic influence.,,pl. -o.,mainDictionary_repaired.csv,124,original,
3822,Ṭapaṭ,Tapat,,N.F.,n.f.,,(S. Tapta),Heat.,,Heat.,,,mainDictionary_repaired.csv,124,original,
3823,Ṭapāwṇu,Tapawnu,,V.T.,v.t. re.,,,To cause or allow to escape.,,To cause or allow to escape.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3824,Ṭapā-jāṇu,Tapa-janu,,V.I.,v.i. ir.,,,To be angry.,,To be angry.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3825,Ṭapṇu,Tapnu,,V.T.,v.t. re.,,,"To overcome, to surmount, to conquer.",,"To overcome, to surmount, to conquer.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3826,Tapṇu,Tapnu,,V.I.,v.i. re.,,,To bask.,,To bask.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3827,Tapoṇu,Taponu,,V.T.,v.t. re.,,,"To make warm, to heat in the fire.",,"To make warm, to heat in the fire.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3828,Ṭapówṇu,Tapownu,,V.I.,v.i. re.,,,To be heated.,,To be heated.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3829,Ṭapṛí,Tapri,,N.F.,n.f.,,,"A hut, a small dwelling.",,"A hut, a small dwelling.",,,mainDictionary_repaired.csv,124,original,
3830,Tapuwṇu,Tapuwnu,,V.I.,v.i. re.,,,To be surmounted.,,To be surmounted.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3831,"Tār, taṛ","Tar, tar",,NOUN,n.m.,,,A place where a river is crossed in a boat.,,A place where a river is crossed in a boat.,,,mainDictionary_repaired.csv,124,original,
3832,Tarāī,Tarai,,N.F.,n.f.,,,A poll-tax on chamārs.,,A poll-tax on chamārs.,,(Kuṭhār).,mainDictionary_repaired.csv,124,original,
3833,Tarāwṇu,Tarawnu,,V.T.,v.t. re.,,,To cause or allow to cross (a river).,,To cause or allow to cross (a river).,,,mainDictionary_repaired.csv,124,original,
3834,Tarṇu,Tarnu,,V.I.,v.i. re.,,,To be crossed.,,To be crossed.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3835,Tārṇu,Tarnu,,V.T.,v.t. re.,,,(1) To cause or allow to cross. (2) To do one's best.,,(1) To cause or allow to cross. (2) To do one's best.,,,mainDictionary_repaired.csv,124,original,
3836,Ṭarpgar,Tarpgar,,NOUN,n.m.,,,A constable.,,A constable.,,(Once used in Kullū).,mainDictionary_repaired.csv,124,original,
3837,Ta'rī,Ta'ri,,N.F.,n.f.,,,See Ta'rī.,,See Ta'rī.,,,mainDictionary_repaired.csv,124,original,
3838,Ṭaṛkāwṇu,Tarkawnu,,V.T.,v.t. re.,,,To cause or allow to move.,,To cause or allow to move.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3839,Ṭaṛkṇu,Tarknu,,V.I.,v.i. re.,,,"To be off, to go away, to mute.",,"To be off, to go away, to mute.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3840,Ṭāṭā or -u,Tata or -u,,ADJ.,adj. m.,,,"Dumb, mute.",,"Dumb, mute.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,124,original,
3841,Ṭāṭ-lāgnī,Tat-lagni,,V.I.,v.i. re.,,,To be in trouble.,,To be in trouble.,,,mainDictionary_repaired.csv,124,original,
3842,Tauṅḍī,Taundi,,N.F.,n.f.,,,"Summer, the hot weather.",,"Summer, the hot weather.",,,mainDictionary_repaired.csv,124,original,
3843,Taur,Taur,,NOUN,n.m.,,,See Tār.,,See Tār.,,,mainDictionary_repaired.csv,124,original,
3844,Ṭauṛī,Tauri,,N.F.,n.f.,,,"A plant, whose leaves are used for making leaf dishes. Its bark is used to make ropes.",,"A plant, whose leaves are used for making leaf dishes. Its bark is used to make ropes.",,,mainDictionary_repaired.csv,124,original,
3845,Ṭāw,Taw,,NOUN,n.m.,,,See Tāo.,,See Tāo.,,,mainDictionary_repaired.csv,124,original,
3846,Ṭāyā,Taya,,N.F.,n.f.,,,Bough of a tree.,,Bough of a tree.,,,mainDictionary_repaired.csv,124,original,
3847,Ṭayiṅ,Tayin,,(1),(1),,conj.,Again.,,Again.,,"(2) prep. For, for the sake of.",mainDictionary_repaired.csv,124,original,
3848,Tegā,Tega,,NOUN,n.m.,,,A kind of sword.,,A kind of sword.,,,mainDictionary_repaired.csv,124,original,
3849,Tehāṛ,Tehar,,NOUN,n.m.,,,See Tahāir.,,See Tahāir.,,,mainDictionary_repaired.csv,124,original,
3850,Téī,Tei,,ADJ.,adj.,,,23.,,23.,,"-wāň, m. -wīň, f. -weň, pl. The twenty-third.",mainDictionary_repaired.csv,124,original,
3851,Ṭék,Tek,,N.F.,n.f.,,,Fir trees.,,Fir trees.,,-rauṇī v.i. re. To be firm.,mainDictionary_repaired.csv,125,original,
3852,Ṭekā,Teka,,NOUN,n.m.,,,"A prop, a support, a stay.",,"A prop, a support, a stay.",,"-deṇā, v.t. ir. To support.",mainDictionary_repaired.csv,125,original,
3853,Ṭekāwṇu,Tekawnu,,V.I.,v.i. re.,,,To cause or allow to prop or support.,,To cause or allow to prop or support.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,
3854,Ṭekṇu,Teknu,,V.I.,v.i. re.,,,To support to prop.,,To support to prop.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,
3855,Tél,Tel,,NOUN,n.m.,,(H. tel),Oil.,,Oil.,,-pārṇī v.i. re. To persuade.,mainDictionary_repaired.csv,125,original,
3856,Telgṛū,Telgru,,NOUN,n.m.,,,See Tél.,,See Tél.,,,mainDictionary_repaired.csv,125,original,
3857,Telo-ru-lo'kā,Telo-ru-lo'ka,,NOUN,n.m.,,,An oil pot.,,An oil pot.,,,mainDictionary_repaired.csv,125,original,
3858,Telṛ,Telr,,NOUN,n.m.,,,A young one (of a bird).,,A young one (of a bird).,,pl. Teṛū.,mainDictionary_repaired.csv,125,original,
3859,Telṛú,Telru,,NOUN,n.m. pl.,,,See Telṛ.,,See Telṛ.,,,mainDictionary_repaired.csv,125,original,
3860,Tém,Tem,,NOUN,n.m.,,(E.),Time.,,Time.,,,mainDictionary_repaired.csv,125,original,
3861,Tenu,Tenu,,ADV.,adv.,,,See Tishu.,,See Tishu.,,(Bashāhr).,mainDictionary_repaired.csv,125,original,
3862,Ténh,Tenh,,ADV.,adv.,,,On that day.,,On that day.,,,mainDictionary_repaired.csv,125,original,
3863,Terā,Tera,,ADV.,adv.,,,See Tishu.,,See Tishu.,,"(Bāghal, Nālāgarh, Kuniār).",mainDictionary_repaired.csv,125,original,
3864,Terā,Tera,,PRO.,pro. m.,,,"Thy, thine.",,"Thy, thine.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,
3865,Terash,Terash,,N.F.,n.f.,,(S. Trayodashī),The thirteenth day of the upper or dark half of a month.,,The thirteenth day of the upper or dark half of a month.,,,mainDictionary_repaired.csv,125,original,
3866,Terā,Tera,,ADJ.,adj.,,,"13.,-wāň, m. -wīň, f. -weň, pl. The thirteenth.,",,"13.,-wāň, m. -wīň, f. -weň, pl. The thirteenth.,",,,mainDictionary_repaired.csv,125,original,
3867,Téru,Teru,,PRO.,pro.,,,"Him, to him.",,"Him, to him.",,(Balsan and Madhan).,mainDictionary_repaired.csv,125,original,
3868,Tes,Tes,,PRO.,pro.,,,"Him, to him.",,"Him, to him.",,,mainDictionary_repaired.csv,125,original,
3869,Tesé,Tese,,PRO.,pro. f.,,,"Her, to her.",,"Her, to her.",,(Agentive).,mainDictionary_repaired.csv,125,original,
3870,Teso,Teso,,PRO.,pro.,,,"He, of her.",,"He, of her.",,,mainDictionary_repaired.csv,125,original,
3871,Tes-rā,Tes-ra,,PRO.,pro. m.,,,"His, of him.",,"His, of him.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,125,original,
3872,Tétālī,Tetali,,ADJ.,adj.,,,43.,,43.,,"-wāň, m. -wīň, f. -weň, pl. The forty-third.",mainDictionary_repaired.csv,125,original,
3873,Téṭé,Tete,,ADV.,adv.,,,There.,,There.,,-dewā phrase. 'Let him go.',mainDictionary_repaired.csv,125,original,
3874,Ṭethī,Tethi,,ADV.,adv.,,,There.,,There.,,,mainDictionary_repaired.csv,125,original,
3875,Tetiyā,Tetiya,,ADV.,adv.,,,At the very spot.,,At the very spot.,,,mainDictionary_repaired.csv,125,original,
3876,Tétīh,Tetih,,ADJ.,adj.,,,33.,,33.,,"-wāň, m. -wīň, f. -weň, pl. The thirty-third.",mainDictionary_repaired.csv,125,original,
3877,Tetṇu,Tetnu,,ADV.,adv. m.,,,So much.,,So much.,,"f. -ī, pl. -é. (Bhajjī).",mainDictionary_repaired.csv,125,original,
3878,Tgāḍā,Tgada,,NOUN,n.m.,,(P. taqāzā),(1) Dunning. (2) a loan due from the clothes given to a tailor to sew.,,(1) Dunning. (2) a loan due from the clothes given to a tailor to sew.,,"-kar-nā, v.t. ir. To dun.",mainDictionary_repaired.csv,125,original,
3879,Thā'ā,Tha'a,,NOUN,n.m. pl.,,,(1) A kind of grasshopper. (2) A boundary pillar.,,(1) A kind of grasshopper. (2) A boundary pillar.,,pl. -é.,mainDictionary_repaired.csv,125,original,
3880,Thagāṇā,Thagana,,ADJ.,adj. m.,,,"Wise, clever.,-hoṇu, v.i. ir. To be wise.,f. -ī, pl. -é.",,"Wise, clever.,-hoṇu, v.i. ir. To be wise.,f. -ī, pl. -é.",,,mainDictionary_repaired.csv,125,original,
3881,Ṭhāhaṭ,Thahat,,ADJ.,adj.,,,68.,,68.,,"-wāň, m. -wīň, f. -weň, pl. Sixty-eighth.",mainDictionary_repaired.csv,125,original,
3882,Thahātar,Thahatar,,ADJ.,adj.,,,78.,,78.,,"-wāň, m. -wīň, f. -weň, pl. The seventy-eighth.",mainDictionary_repaired.csv,125,original,
3883,Thāhṛi-jāṇu,Thahri-janu,,V.I.,v.i. ir.,,,To cease raining.,,To cease raining.,,,mainDictionary_repaired.csv,125,original,
