id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
1842,Hyúň,Hyun,,NOUN,n.m.,,S. Hima,Snow,,Snow,,"-khaṇ, n.f. The eternal snow, a glacier; -ghalṇu, v.i. re. To melt, of snow. Proverb: Hyúň ghalolá bádlé, soeṇá ghalo suhágé, Jwáṇ ghalo, báňṭhiyá, káňjí ráňḍí ágé.",mainDictionary_repaired.csv,55,original,,Hyúň,Hyúň,low,unmapped_chars_sample='Hyúň' count=4,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'y', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}]"
1843,Hyúň (cont.),Hyun (cont.),,NOUN,n.m.,,S. Hima,Snow,,Snow,,"(Proverb cont.) 'The snow will melt with clouds and gold with borax; So is a youth, O young man, before a harlot.'",mainDictionary_repaired.csv,56,original,,Hyúň (cont.),Hyúň (cओnt.),low,unmapped_chars_sample='Hyúň (' count=11,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'y', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': None, 'char': '(', 'pos': 5}]"
1844,Hyúňd,Hyund,,NOUN,n.m.,,,The winter season,,The winter season,,,mainDictionary_repaired.csv,56,original,,Hyúňd,Hyúňd,low,unmapped_chars_sample='Hyúňd' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'y', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}, {'matched': None, 'char': 'd', 'pos': 4}]"
1845,Ichchhyá,Ichchhya,,N.F.,n.f.,,S. Ichchhā,"Desire, wish",,"Desire, wish",,"-karṇí, v.i. re. To wish",mainDictionary_repaired.csv,56,original,,It͡ʃt͡ʃhyá,Iच/छच/छhyá,low,unmapped_chars_sample='Ihyá' count=4,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 1, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 5}, {'matched': None, 'char': 'y', 'pos': 6}, {'matched': None, 'char': 'á', 'pos': 7}]"
1846,Ijı,Ijı,,N.F.,n.f.,,,Mother,,Mother,,"Ijyé, tú ká karai? 'O mother, what are you doing?'",mainDictionary_repaired.csv,56,original,,Ijı,Ijı,low,unmapped_chars_sample='Ijı' count=3,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'j', 'pos': 1}, {'matched': None, 'char': 'ı', 'pos': 2}]"
1847,Ikkí,Ikki,,ADJ.,adj.,,H. ikkīs,Twenty-one,,Twenty-one,,,mainDictionary_repaired.csv,56,original,,Ikkí,Ikkí,low,unmapped_chars_sample='Ikkí' count=4,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
1848,Iktálí,Iktali,,ADJ.,adj.,,H. iktālīs,Forty-one,,Forty-one,,,mainDictionary_repaired.csv,56,original,,Iktálí,Iktálí,low,unmapped_chars_sample='Iktálí' count=6,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'k', 'pos': 1}, {'matched': None, 'char': 't', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'í', 'pos': 5}]"
1849,Ilam,Ilam,,NOUN,n.m.,,P. 'ilm,"Knowledge, cultivation of the mind",,"Knowledge, cultivation of the mind",,,mainDictionary_repaired.csv,56,original,,Ilam,Ilअm,low,unmapped_chars_sample='Ilm' count=3,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}]"
1850,In,In,,NOUN,n.m.,,,See ain,,See ain,,,mainDictionary_repaired.csv,56,original,,In,In,low,unmapped_chars_sample='In' count=2,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}]"
1851,Indar,Indar,,NOUN,n.m.,,S. Indra,"The deity of rain, the deity presiding over Swarga or the Hindu paradise, the deity of the atmosphere and rain.",,"The deity of rain, the deity presiding over Swarga or the Hindu paradise, the deity of the atmosphere and rain.",,Also Indr. -ní bashdá. 'It does not rain.' -bashdá bhájá 'The sky refused to rain.',mainDictionary_repaired.csv,56,original,,Indar,Indअr,low,unmapped_chars_sample='Indr' count=4,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
1852,Iné,Ine,,PRO.,pro. pl.,,,Agent case 'By these',,Agent case 'By these',,,mainDictionary_repaired.csv,56,original,,Ineː,Inए (lengthened),low,unmapped_chars_sample='In' count=2,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 2, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
1853,Iňkh,Inkh,,N.F.,n.f.,,S. Ikshu; H. Īkh,Sugarcane,,Sugarcane,,Kamaṇḍí in Káňgṛá,mainDictionary_repaired.csv,56,original,,Iňkh,Iňkh,low,unmapped_chars_sample='Iňkh' count=4,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'ň', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
1854,Inó,Ino,,PRO.,pro. pl.,,,To these,,To these,,Also Inoň,mainDictionary_repaired.csv,56,original,,Inoː,Inओ (lengthened),low,unmapped_chars_sample='In' count=2,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 2, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}]"
1855,Inú,Inu,,ADV.,adv.,,,So; adj. Such,,So; adj. Such,,Used in Bashahr,mainDictionary_repaired.csv,56,original,,Inú,Inú,low,unmapped_chars_sample='Inú' count=3,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'ú', 'pos': 2}]"
1856,Inṛé,Inre,,NOUN,n.m. pl.,,,A kind of salty pudding made of the pulse called kolth (Dolichos biflorus),,A kind of salty pudding made of the pulse called kolth (Dolichos biflorus),,,mainDictionary_repaired.csv,56,original,,Inṛeː,Inṛए (lengthened),low,unmapped_chars_sample='Inṛ' count=3,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
1857,In-re,In-re,,PRO.,pro. pl.,,,Of these,,Of these,,,mainDictionary_repaired.csv,56,original,,In-re,In-rए,low,unmapped_chars_sample='In-r' count=4,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'n', 'pos': 1}, {'matched': None, 'char': '-', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 4, 'len': 1, 'note': 'Mid-front vowel'}]"
1858,"Irái, iré","Irai, ire",,N.F.,n.f.,,,A kind of plant of which baskets are made,,A kind of plant of which baskets are made,,,mainDictionary_repaired.csv,56,original,,"Irái, ireː","Irái, irए (lengthened)",low,"unmapped_chars_sample='Irái, ' count=8","[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 'r', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
1859,Ishá or -u,Isha or -u,,ADV.,adv.,,,"So, such",,"So, such",,"m.; f. -í, pl. -é. Ishu kashu japaṇ? 'Why do you say so?'. Ishá bhalá ádmí. 'Such a good man.' Ishu báto ná kar. 'Don't say such things.' Ishe ghaur baṇá. 'Build such houses.'",mainDictionary_repaired.csv,56,original,,Ishá or -u,Ishá ओr -u,low,unmapped_chars_sample='Ishá r' count=9,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 's', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
1860,Íshar,Ishar,,NOUN,n.m.,,S. Īśvara,"Heavenly Father, God, the Creator",,"Heavenly Father, God, the Creator",,,mainDictionary_repaired.csv,56,original,,Íshar,Íshअr,low,unmapped_chars_sample='Íshr' count=4,"[{'matched': None, 'char': 'Í', 'pos': 0}, {'matched': None, 'char': 's', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
1861,Ishká or -u,Ishka or -u,,ADV.,adv.,,,To this side,,To this side,,"m.; f. -í, pl. -é. Erká in Balsan, Jubbal and Púnar.",mainDictionary_repaired.csv,56,original,,Ishká or -u,Ishká ओr -u,low,unmapped_chars_sample='Ishká ' count=10,"[{'matched': None, 'char': 'I', 'pos': 0}, {'matched': None, 'char': 's', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
1862,Íshur,Ishur,,NOUN,n.m.,,S. Īśvara,God,,God,,,mainDictionary_repaired.csv,56,original,,Íshur,Íshur,low,unmapped_chars_sample='Íshur' count=5,"[{'matched': None, 'char': 'Í', 'pos': 0}, {'matched': None, 'char': 's', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}]"
1863,Já,Ja,,V.,v.,,,Go,,Go,,,mainDictionary_repaired.csv,56,original,,Já,Já,low,unmapped_chars_sample='Já' count=2,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}]"
1864,Jaa,Jaa,,ADV.,adv.,,,When,,When,,"Jau din á bángé, Tuňḍá máro dáňge. 'When times are not good, Then every one can give trouble.'",mainDictionary_repaired.csv,56,original,,Jaa,Jअअ,low,unmapped_chars_sample='J' count=1,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}]"
1865,Jabáb,Jabab,,NOUN,n.m.,,H. jawāb,"An answer, a reply, response",,"An answer, a reply, response",,"-deṇá, v.t. re. To refuse, to deny; f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Jabáb,Jअbáb,low,unmapped_chars_sample='Jbáb' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}]"
1866,Jabai,Jabai,,ADV.,adv.,,H. jabkabhī,Whenever,,Whenever,,,mainDictionary_repaired.csv,57,original,,Jabai,Jअbअi,low,unmapped_chars_sample='Jbi' count=3,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 4}]"
1867,Jab-kabai,Jab-kabai,,ADV.,adv.,,,Whenever (you please),,Whenever (you please),,,mainDictionary_repaired.csv,57,original,,Jab-kabai,Jअb-kअbअi,low,unmapped_chars_sample='Jb-kbi' count=6,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
1868,Jách,Jach,,N.F.,n.f.,,,"A trial, estimate, examination",,"A trial, estimate, examination",,,mainDictionary_repaired.csv,57,original,,Ját͡ʃ,Jáच/छ,low,unmapped_chars_sample='Já' count=2,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}]"
1869,Jáchṇu,Jachnu,,V.T.,v.t. re.,,,"To try, to estimate, to examine",,"To try, to estimate, to examine",,"f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Ját͡ʃṇu,Jáच/छṇu,low,unmapped_chars_sample='Jáṇu' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1870,Jag,Jag,,NOUN,n.m.,,S. Yajña,A sacrifice,,A sacrifice,,"-deṇá, v.i. re. To perform a sacrifice, a religious ceremony",mainDictionary_repaired.csv,57,original,,Jag,Jअg,low,unmapped_chars_sample='Jg' count=2,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}]"
1871,Já'g,Ja'g,,N.F.,n.f.,,,Awaking,,Awaking,,"-áwṇí, v.i. re. To awake; f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Já'g,Já'g,low,unmapped_chars_sample='Já'g' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': ""'"", 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}]"
1872,Jágá,Jaga,,N.F.,n.f.,,H. jagah,"A place, a room",,"A place, a room",,,mainDictionary_repaired.csv,57,original,,Jágá,Jágá,low,unmapped_chars_sample='Jágá' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1873,Jágá,Jaga,,V.,v.,,,"The past tense of the verb jágnu, to awake; awoke",,"The past tense of the verb jágnu, to awake; awoke",,"f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Jágá,Jágá,low,unmapped_chars_sample='Jágá' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1874,"Jagaṛ, jágṛ","Jagar, jagr",,NOUN,n.m.,,,(1) A small wall; (2) adj. m. and f. Mute or dumb,,(1) A small wall; (2) adj. m. and f. Mute or dumb,,"-deṇí, v.t. ir. To build a wall",mainDictionary_repaired.csv,57,original,,"Jagaṛ, jágṛ","Jअgअṛ, jágṛ",low,"unmapped_chars_sample='Jgṛ, j' count=9","[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': ',', 'pos': 5}]"
1875,Jágaraṇ,Jagaran,,NOUN,n.m.,,S. Jāgaraṇa,Keeping ceremonial vigil the whole night,,Keeping ceremonial vigil the whole night,,,mainDictionary_repaired.csv,57,original,,Jágaraṇ,Jágअrअṇ,low,unmapped_chars_sample='Jágrṇ' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
1876,Jagáwṇu,Jagawnu,,V.T.,v.t. re.,,,To cause or allow to wake,,To cause or allow to wake,,"f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Jagáwṇu,Jअgáwṇu,low,unmapped_chars_sample='Jgáwṇu' count=6,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1877,Jagát,Jagat,,N.F.,n.f.,,P. zakāt,"Tax, octroi",,"Tax, octroi",,,mainDictionary_repaired.csv,57,original,,Jagát,Jअgát,low,unmapped_chars_sample='Jgát' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 't', 'pos': 4}]"
1878,Jag-júp,Jag-jup,,NOUN,n.m.,,,A picture of the deity Ganesh carved in stone or wood and set up in the house-door when a house is ready (Used in Káňgṛá),,A picture of the deity Ganesh carved in stone or wood and set up in the house-door when a house is ready (Used in Káňgṛá),,,mainDictionary_repaired.csv,57,original,,Jag-júp,Jअg-júp,low,unmapped_chars_sample='Jg-júp' count=6,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'j', 'pos': 4}, {'matched': None, 'char': 'ú', 'pos': 5}]"
1879,Jágṇu,Jagnu,,V.I.,v.i. re.,,,"To get up, to awake",,"To get up, to awake",,"f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Jágṇu,Jágṇu,low,unmapped_chars_sample='Jágṇu' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1880,Jágrá,Jagra,,NOUN,n.m.,,S. Jāgaraṇa,"A religious ceremony observed throughout the Hill States. The principal rite is to invite the village deity to one's own house for worship, and give a grand feast after performing húm.",,"A religious ceremony observed throughout the Hill States. The principal rite is to invite the village deity to one's own house for worship, and give a grand feast after performing húm.",,"-deṇá, v.s. ar. To offer a jágrá",mainDictionary_repaired.csv,57,original,,Jágrá,Jágrá,low,unmapped_chars_sample='Jágrá' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
1881,Jagṛúl,Jagrul,,N.F.,n.f.,,,A subscription for a jágrá,,A subscription for a jágrá,,"-deṇí, v.i. ar. To subscribe for a jágrá",mainDictionary_repaired.csv,57,original,,Jagṛúl,Jअgṛúl,low,unmapped_chars_sample='Jgṛúl' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
1882,Jáguh,Jaguh,,N.F.,n.f.,,,"A catching in the throat from eating uncooked zimiqand, or ghuiňyáň",,"A catching in the throat from eating uncooked zimiqand, or ghuiňyáň",,"-lágní, v.i. re. To suffer from eating uncooked zimiqand, etc.",mainDictionary_repaired.csv,57,original,,Jáguh,Jáguh,low,unmapped_chars_sample='Jáguh' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
1883,Jaidyá-bolní,Jaidya-bolni,,V.I.,v.i. re.,,,To pay one's respects to a chief,,To pay one's respects to a chief,,,mainDictionary_repaired.csv,57,original,,Jaidyá-bolní,Jअidyá-bओlní,low,unmapped_chars_sample='Jidyá-' count=10,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'y', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
1884,Jajkár,Jajkar,,N.F.,n.f.,,,Victory,,Victory,,"As Jakár dewá mahárájeá rachchhá de balé howé. 'Victory to thee O village deity, protect us by all the means in thy power'",mainDictionary_repaired.csv,57,original,,Jajkár,Jअjkár,low,unmapped_chars_sample='Jjkár' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
1885,Jaiňḍ,Jaind,,ADJ.,adj.,,,"A fool, ignorant",,"A fool, ignorant",,,mainDictionary_repaired.csv,57,original,,Jaiňḍ,Jअiňḍ,low,unmapped_chars_sample='Jiňḍ' count=4,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}, {'matched': None, 'char': 'ḍ', 'pos': 4}]"
1886,Jakáwṇu,Jakawnu,,V.T.,v.t. re.,,,To cause or allow to be rubbed,,To cause or allow to be rubbed,,,mainDictionary_repaired.csv,57,original,,Jakáwṇu,Jअkáwṇu,low,unmapped_chars_sample='Jkáwṇu' count=6,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1887,Jákṇu,Jaknu,,V.T.,v.t. re.,,,"To rub, to thicken",,"To rub, to thicken",,"f. -í, pl. -é",mainDictionary_repaired.csv,57,original,,Jákṇu,Jákṇu,low,unmapped_chars_sample='Jákṇu' count=5,"[{'matched': None, 'char': 'J', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
