id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3454,Rāṛṇu,Rarnu,,V.T.,v.t. re.,,,To cause or allow to roast in butter.,,To cause or allow to roast in butter.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Raːṛṇu,Rआṛṇu,low,unmapped_chars_sample='Rṛṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3455,Rāṛṇu,Rarnu,,V.T.,v.t. re.,,,To roast in butter.,,To roast in butter.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Raːṛṇu,Rआṛṇu,low,unmapped_chars_sample='Rṛṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3456,Rāṛnī,Rarni,,V.I.,v.i. re.,,,"To be displeased, to be angry.",,"To be displeased, to be angry.",,'Se guseḍḍ mén-ṭā rāṛī' - 'He is displeased with me.',mainDictionary_repaired.csv,110,original,,Raːr̩nī,Rआर्ण/र्‍णī,low,unmapped_chars_sample='Rī' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'ṛn', 'ipa': 'r̩n', 'deva': 'र्ण/र्\u200dण', 'pos': 2, 'len': 2, 'note': 'Syllabic r or retroflex rhotic + n cluster; confirm with native realization'}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3457,Ras,Ras,,NOUN,n.m.,,(S. Rasa),Juice.,,Juice.,,,mainDictionary_repaired.csv,110,original,,Ras,Rअs,low,unmapped_chars_sample='Rs' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}]"
3458,Rasāwṇu,Rasawnu,,V.T.,v.t. re.,,,"To praise, to speak in favour of.",,"To praise, to speak in favour of.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Rasaːwṇu,Rअsआwṇu,low,unmapped_chars_sample='Rswṇu' count=5,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3459,Rās-karnī,Ras-karni,,V.I.,v.i. re.,,,To cook.,,To cook.,,'Hāmu vi rās karnī' - 'We to be cooking.',mainDictionary_repaired.csv,110,original,,Raːs-karnī,Rआs-kअrnī,low,unmapped_chars_sample='Rs-krn' count=7,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
3460,Rashī,Rashi,,N.F.,n.f.,,,Twine.,,Twine.,,,mainDictionary_repaired.csv,110,original,,Rashī,Rअshī,low,unmapped_chars_sample='Rshī' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3461,Rāt,Rat,,N.F.,n.f.,,(S. Rātri),Night.,,Night.,,,mainDictionary_repaired.csv,110,original,,Raːt,Rआt,low,unmapped_chars_sample='Rt' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 't', 'pos': 2}]"
3462,Raṭā,Rata,,ADJ.,adj.,,(S. Rakta),"Red, crimson.",,"Red, crimson.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Raṭaː,Rअṭआ,low,unmapped_chars_sample='Rṭ' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3463,Rath,Rath,,NOUN,n.m.,,"(S. Ratha, a chariot)",A peculiar kind of ḍolī in which a village deity is made to dance.,,A peculiar kind of ḍolī in which a village deity is made to dance.,,,mainDictionary_repaired.csv,110,original,,Rat̪ʰ,Rअथ,low,unmapped_chars_sample='R' count=1,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 2, 'len': 2, 'note': ""Dental aspirated 't'""}]"
3464,Rāṭhī,Rathi,,NOUN,n.m.,,,A term for a lower class Rājpūt.,,A term for a lower class Rājpūt.,,(Kāṅgṛā and Simla Hills).,mainDictionary_repaired.csv,110,original,,Raːʈhī,Rआट/बाटhī,low,unmapped_chars_sample='Rhī' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3465,Rāṭhū,Rathu,,NOUN,n.m.,,,The name of a sept of Kāneṭs.,,The name of a sept of Kāneṭs.,,,mainDictionary_repaired.csv,110,original,,Raːʈhuː,Rआट/बाटhऊ,low,unmapped_chars_sample='Rh' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 4, 'len': 1, 'note': ""Long 'u' vowel""}]"
3466,Rathyolī,Rathyoli,,NOUN,n.m.,,,A tune used when the village deity dances in a rath.,,A tune used when the village deity dances in a rath.,,,mainDictionary_repaired.csv,110,original,,Rat̪ʰyolī,Rअथyओlī,low,unmapped_chars_sample='Rylī' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 2, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': None, 'char': 'y', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 6}]"
3467,Rāṭī,Rati,,N.F.,n.f.,,,A piece of iron.,,A piece of iron.,,,mainDictionary_repaired.csv,110,original,,Raːʈī,Rआट/बाटī,low,unmapped_chars_sample='Rī' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3468,Rāṭṛā,Ratra,,ADJ.,adj. m.,,,(1) Reddish. (2) A species of rice.,,(1) Reddish. (2) A species of rice.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Raːʈṛaː,Rआट/बाटṛआ,low,unmapped_chars_sample='Rṛ' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 1, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3469,Rau,Rau,,CONJ.,conj.,,,And.,,And.,,Proverb: 'Chhiwaṛ rau māch suhṇe ni rauṅde' - 'Women and bees never live in a good place.',mainDictionary_repaired.csv,110,original,,Rau,Rअu,low,unmapped_chars_sample='Ru' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}]"
3470,Rāu,Rau,,NOUN,n.m.,,,See Rāī.,,See Rāī.,,,mainDictionary_repaired.csv,110,original,,Raːu,Rआu,low,unmapped_chars_sample='Ru' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}]"
3471,Rāuṇb,Raunb,,NOUN,n.m.,,,An agricultural implement.,,An agricultural implement.,,(Bashāhr).,mainDictionary_repaired.csv,110,original,,Raːuṇb,Rआuṇb,low,unmapped_chars_sample='Ruṇb' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}]"
3472,Rauṇā,Rauna,,NOUN,n.m.,,,A courtyard before a palace.,,A courtyard before a palace.,,,mainDictionary_repaired.csv,110,original,,Rauṇaː,Rअuṇआ,low,unmapped_chars_sample='Ruṇ' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3473,Rauṇu,Raunu,,V.I.,v.i. re.,,,"To live, to remain.",,"To live, to remain.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Rauṇu,Rअuṇu,low,unmapped_chars_sample='Ruṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3474,Rbhāwṇu,Rbhawnu,,V.T.,v.t. re.,,,(1) To look after. (2) To beguile.,,(1) To look after. (2) To beguile.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Rbhaːwṇu,Rbhआwṇu,low,unmapped_chars_sample='Rbhwṇu' count=6,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': None, 'char': 'b', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3475,Rbhyāwṇu,Rbhyawnu,,V.T.,v.t. re.,,,To cause or allow to look after.,,To cause or allow to look after.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,110,original,,Rbhjaːwṇu,Rbhयाwṇu,low,unmapped_chars_sample='Rbhwṇu' count=6,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': None, 'char': 'b', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': 'yā', 'ipa': 'jaː', 'deva': 'या', 'pos': 3, 'len': 2, 'note': 'y + long a'}, {'matched': None, 'char': 'w', 'pos': 5}, {'matched': None, 'char': 'ṇ', 'pos': 6}]"
3476,Ré,Re,,POSS.,poss. affix,,,See Rā.,,See Rā.,,,mainDictionary_repaired.csv,110,original,,Reː,Rए (lengthened),low,unmapped_chars_sample='R' count=1,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 1, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
3477,Reb,Reb,,N.F.,n.f.,,,"A kind of cut, of trousers.",,"A kind of cut, of trousers.",,,mainDictionary_repaired.csv,110,original,,Reb,Rएb,low,unmapped_chars_sample='Rb' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'b', 'pos': 2}]"
3478,Rebjāmā,Rebjama,,NOUN,n.m.,,,A kind of trousers.,,A kind of trousers.,,,mainDictionary_repaired.csv,110,original,,Rebjaːmaː,Rएbjआmआ,low,unmapped_chars_sample='Rbjm' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 5}]"
3479,Rekh,Rekh,,N.F.,n.f. pl.,,,The other.,,The other.,,pl. -o.,mainDictionary_repaired.csv,110,original,,Rekh,Rएkh,low,unmapped_chars_sample='Rkh' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
3480,Rekhā,Rekha,,N.F.,n.f.,,(S. Rekhā),A line.,,A line.,,"-deṇī, To draw a line.",mainDictionary_repaired.csv,110,original,,Rekhaː,Rएkhआ,low,unmapped_chars_sample='Rkh' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3481,Rekṭā,Rekta,,ADV.,adv.,,,At another place.,,At another place.,,,mainDictionary_repaired.csv,110,original,,Rekṭaː,Rएkṭआ,low,unmapped_chars_sample='Rkṭ' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3482,Relā,Rela,,NOUN,n.m.,,,A log of timber.,,A log of timber.,,,mainDictionary_repaired.csv,110,original,,Relaː,Rएlआ,low,unmapped_chars_sample='Rl' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3483,Rel-pel,Rel-pel,,N.F.,n.f.,,,A crowd.,,A crowd.,,"-hoṇī, To be crowded.",mainDictionary_repaired.csv,110,original,,Rel-pel,Rएl-pएl,low,unmapped_chars_sample='Rl-pl' count=5,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'p', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}]"
3484,Reṭ,Ret,,NOUN,n.m.,,,Sand.,,Sand.,,,mainDictionary_repaired.csv,110,original,,Reṭ,Rएṭ,low,unmapped_chars_sample='Rṭ' count=2,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}]"
3485,Reṭāwṇu,Retawnu,,V.T.,v.t. re.,,,To cause or allow to saw.,,To cause or allow to saw.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,111,original,,Reṭaːwṇu,Rएṭआwṇu,low,unmapped_chars_sample='Rṭwṇu' count=5,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3486,Reṭī,Reti,,N.F.,n.f.,,,A small saw.,,A small saw.,,,mainDictionary_repaired.csv,111,original,,Reṭī,Rएṭī,low,unmapped_chars_sample='Rṭī' count=3,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3487,Reṭlā or -u,Retla or -u,,ADJ.,adj. m.,,,Sandy.,,Sandy.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,111,original,,Reṭlaː or -u,Rएṭlआ ओr -u,low,unmapped_chars_sample='Rṭl r ' count=8,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ' ', 'pos': 5}]"
3488,Reṭṇu,Retnu,,V.T.,v.t. re.,,,To saw.,,To saw.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,111,original,,Reṭṇu,Rएṭṇu,low,unmapped_chars_sample='Rṭṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3489,"Reūns, ryūns","Reuns, ryuns",,NOUN,n.m.,,,"A kind of tree the wood of which is used to make sticks, etc.",,"A kind of tree the wood of which is used to make sticks, etc.",,,mainDictionary_repaired.csv,111,original,,"Reuːns, ryuːns","Rएऊns, ryऊns",low,"unmapped_chars_sample='Rns, r' count=9","[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 1, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 2, 'len': 1, 'note': ""Long 'u' vowel""}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}, {'matched': None, 'char': ',', 'pos': 5}]"
3490,Rgāṇu,Rganu,,V.T.,v.t. re.,,(H. raṅgānā),"To dye, to colour.",,"To dye, to colour.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,111,original,,Rgaːṇu,Rgआṇu,low,unmapped_chars_sample='Rgṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': None, 'char': 'g', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3491,Rhāchṇu,Rhachnu,,V.I.,v.i. re.,,,To be lost or to be coloured.,,To be lost or to be coloured.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,111,original,,Rhaːt͡ʃṇu,Rhआच/छṇu,low,unmapped_chars_sample='Rhṇu' count=4,"[{'matched': None, 'char': 'R', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
